number of electrons 5
[[ 1.01279911  0.32329498]
 [ 1.1709741   1.20945125]
 [ 1.4161607   0.68041347]
 [ 1.10698975  1.34744279]]
         251990 function calls (248557 primitive calls) in 1.442 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 dviread.py:20(<module>)
       10    0.000    0.000    0.000    0.000 function_base.py:6(linspace)
       50    0.000    0.000    0.000    0.000 artist.py:699(update_from)
       88    0.000    0.000    0.000    0.000 sre_parse.py:178(__init__)
       44    0.000    0.000    0.000    0.000 lines.py:934(_get_rgb_face)
       56    0.000    0.000    0.000    0.000 {fcntl.fcntl}
       22    0.000    0.000    0.000    0.000 _methods.py:24(_any)
        1    0.000    0.000    0.000    0.000 legend_handler.py:25(<module>)
       12    0.000    0.000    0.000    0.000 transforms.py:360(_get_bounds)
        4    0.000    0.000    0.000    0.000 ticker.py:1176(bin_boundaries)
        1    0.000    0.000    0.000    0.000 axis.py:1637(_update_offset_text_position)
       17    0.000    0.000    0.000    0.000 Tkinter.py:946(bind)
       40    0.000    0.000    0.000    0.000 _inspect.py:118(getargspec)
       20    0.000    0.000    0.000    0.000 ticker.py:1520(__init__)
       31    0.000    0.000    0.000    0.000 fromnumeric.py:1847(amax)
      209    0.000    0.000    0.000    0.000 {zip}
        6    0.000    0.000    0.000    0.000 transforms.py:1802(__init__)
        4    0.000    0.000    0.000    0.000 axes.py:1593(_process_unit_info)
     1110    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
       26    0.000    0.000    0.000    0.000 {method 'min' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {built-in method utcfromtimestamp}
       14    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
      142    0.000    0.000    0.000    0.000 pyparsing_py2.py:278(__new__)
       16    0.000    0.000    0.000    0.000 transforms.py:2276(nonsingular)
        6    0.000    0.000    0.000    0.000 function_base.py:3380(delete)
        1    0.000    0.000    0.000    0.000 fftpack.py:32(<module>)
        4    0.000    0.000    0.000    0.000 animation.py:219(bin_path)
      188    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
       17    0.000    0.000    0.000    0.000 Tkinter.py:929(_bind)
        1    0.000    0.000    0.000    0.000 collections.py:1002(set_color)
        2    0.000    0.000    0.000    0.000 patches.py:509(__init__)
      398    0.000    0.000    0.000    0.000 artist.py:895(aliased_name)
     1081    0.000    0.000    0.000    0.000 {method 'iteritems' of 'dict' objects}
     22/3    0.000    0.000    0.000    0.000 pyparsing_py2.py:2342(streamline)
        1    0.000    0.000    0.000    0.000 axis3d.py:6(<module>)
        1    0.000    0.000    0.000    0.000 axes.py:8547(update_params)
        4    0.000    0.000    0.000    0.000 {posix.open}
        1    0.000    0.000    0.000    0.000 axes.py:509(set_figure)
       25    0.000    0.000    0.000    0.000 axis.py:422(update_position)
       52    0.000    0.000    0.000    0.000 transforms.py:1389(__array__)
       12    0.000    0.000    0.000    0.000 {posix.fdopen}
       49    0.000    0.000    0.000    0.000 posixpath.py:95(splitext)
       25    0.000    0.000    0.000    0.000 axis.py:561(update_position)
       10    0.000    0.000    0.000    0.000 Tkinter.py:1788(pack_configure)
       26    0.000    0.000    0.000    0.000 text.py:969(is_math_text)
        4    0.000    0.000    0.000    0.000 transforms.py:1939(transform_path_non_affine)
      122    0.000    0.000    0.000    0.000 pkg_resources.py:2284(__getattr__)
        1    0.000    0.000    0.000    0.000 functions.py:3(<module>)
       22    0.000    0.000    0.000    0.000 transforms.py:2217(__init__)
       15    0.000    0.000    0.000    0.000 cbook.py:269(connect)
        1    0.000    0.000    0.000    0.000 lines.py:71(Line2D)
        1    0.000    0.000    0.000    0.000 polar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gridspec.py:449(get_position)
        4    0.000    0.000    0.000    0.000 transforms.py:1132(transform_path)
       43    0.000    0.000    0.000    0.000 pyparsing_py2.py:2290(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:6(<module>)
        1    0.000    0.000    0.000    0.000 axis.py:1561(_get_label)
       50    0.000    0.000    0.000    0.000 posixpath.py:118(dirname)
        2    0.000    0.000    0.000    0.000 font_manager.py:699(__str__)
     1482    0.000    0.000    0.000    0.000 {chr}
     23/4    0.000    0.000    0.000    0.000 pyparsing_py2.py:2704(streamline)
       25    0.000    0.000    0.000    0.000 Tkinter.py:1083(_register)
        4    0.000    0.000    0.000    0.000 path.py:491(unit_circle)
        1    0.000    0.000    0.000    0.000 re.py:169(findall)
       10    0.000    0.000    0.000    0.000 subprocess.py:1266(_internal_poll)
        1    0.000    0.000    0.000    0.000 opcode.py:5(<module>)
      6/5    0.000    0.000    0.000    0.000 transforms.py:1418(transform_point)
        2    0.000    0.000    0.000    0.000 font_manager.py:783(get_fontconfig_pattern)
        1    0.000    0.000    0.000    0.000 textwrap.py:235(_wrap_chunks)
        6    0.000    0.000    0.000    0.000 pyparsing_py2.py:722(setResultsName)
        3    0.000    0.000    0.000    0.000 numeric.py:207(extend_all)
       64    0.000    0.000    0.000    0.000 backend_bases.py:603(new_gc)
      127    0.000    0.000    0.000    0.000 __init__.py:244(report)
       20    0.000    0.000    0.000    0.000 ticker.py:1107(__init__)
       10    0.000    0.000    0.000    0.000 __init__.py:441(_get_home)
       10    0.000    0.000    0.000    0.000 fromnumeric.py:1563(any)
       77    0.000    0.000    0.000    0.000 transforms.py:1833(get_matrix)
       37    0.000    0.000    0.000    0.000 text.py:672(get_position)
        2    0.000    0.000    0.000    0.000 fontconfig_pattern.py:174(generate_fontconfig_pattern)
      423    0.000    0.000    0.000    0.000 collections.py:277(<genexpr>)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2104(__init__)
      140    0.000    0.000    0.000    0.000 colors.py:475(__init__)
      255    0.000    0.000    0.000    0.000 UserDict.py:17(__len__)
       10    0.000    0.000    0.000    0.000 ticker.py:378(__call__)
      288    0.000    0.000    0.000    0.000 {range}
        3    0.000    0.000    0.000    0.000 transforms.py:240(__array__)
        1    0.000    0.000    0.000    0.000 axis.py:1580(_get_offset_text)
      580    0.000    0.000    0.000    0.000 stat.py:24(S_IFMT)
       43    0.000    0.000    0.000    0.000 pkg_resources.py:1263(_fn)
        2    0.000    0.000    0.000    0.000 colors.py:845(__call__)
        1    0.000    0.000    0.000    0.000 collections.py:191(_prepare_points)
        1    0.000    0.000    0.000    0.000 polyutils.py:33(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:1(<module>)
      122    0.000    0.000    0.000    0.000 lines.py:1060(set_dash_capstyle)
        3    0.000    0.000    0.000    0.000 transforms.py:799(update_from_path)
        1    0.000    0.000    0.000    0.000 __init__.py:17(<module>)
       87    0.000    0.000    0.000    0.000 {_sre.compile}
       26    0.000    0.000    0.000    0.000 numerictypes.py:230(bitname)
       49    0.000    0.000    0.000    0.000 genericpath.py:85(_splitext)
        4    0.000    0.000    0.000    0.000 axis.py:687(set_scale)
        1    0.000    0.000    0.000    0.000 pyparsing_py2.py:1804(Regex)
        4    0.000    0.000    0.000    0.000 tempfile.py:134(next)
        2    0.000    0.000    0.000    0.000 colors.py:813(process_value)
      151    0.000    0.000    0.000    0.000 sre_parse.py:72(opengroup)
        1    0.000    0.000    0.000    0.000 gridspec.py:74(get_grid_positions)
        1    0.000    0.000    0.000    0.000 quiver.py:15(<module>)
        1    0.000    0.000    0.000    0.000 precision.py:21(_fill_table)
        1    0.000    0.000    0.000    0.000 scale.py:97(LogScale)
      175    0.000    0.000    0.000    0.000 pyparsing_py2.py:1475(__getattr__)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:2(<module>)
      105    0.000    0.000    0.000    0.000 font_manager.py:1005(get_default_size)
        1    0.000    0.000    0.000    0.000 base64.py:3(<module>)
        1    0.000    0.000    0.000    0.000 defchararray.py:17(<module>)
        1    0.000    0.000    0.000    0.000 axes.py:1429(add_collection)
       50    0.000    0.000    0.000    0.000 numeric.py:2274(geterr)
        2    0.000    0.000    0.000    0.000 ticker.py:460(_set_offset)
       20    0.000    0.000    0.000    0.000 ticker.py:333(__init__)
        5    0.000    0.000    0.000    0.000 precision.py:15(_get_precisions)
      145    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
     1260    0.000    0.000    0.000    0.000 sre_compile.py:24(_identityfunction)
      165    0.000    0.000    0.000    0.000 posixpath.py:51(isabs)
        3    0.000    0.000    0.000    0.000 {method 'split' of '_sre.SRE_Pattern' objects}
      172    0.000    0.000    0.000    0.000 lines.py:812(set_xdata)
        9    0.000    0.000    0.000    0.000 extras.py:239(__init__)
        1    0.000    0.000    0.000    0.000 spines.py:1(<module>)
        8    0.000    0.000    0.000    0.000 {sorted}
     1360    0.000    0.000    0.000    0.000 {ord}
      174    0.000    0.000    0.000    0.000 sre_compile.py:474(isstring)
       87    0.000    0.000    0.000    0.000 artist.py:689(set_zorder)
       32    0.000    0.000    0.000    0.000 pyparsing_py2.py:1736(parseImpl)
        1    0.000    0.000    0.000    0.000 textwrap.py:155(_split)
      142    0.000    0.000    0.000    0.000 text.py:959(set_text)
        8    0.000    0.000    0.000    0.000 genericpath.py:26(isfile)
     1693    0.000    0.000    0.000    0.000 {callable}
        1    0.000    0.000    0.000    0.000 _cm.py:5(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:869(Arrow)
      151    0.000    0.000    0.000    0.000 sre_parse.py:83(closegroup)
       19    0.000    0.000    0.000    0.000 patches.py:237(set_facecolor)
       21    0.000    0.000    0.000    0.000 transforms.py:2191(get_matrix)
        9    0.000    0.000    0.000    0.000 extras.py:243(getdoc)
        1    0.000    0.000    0.000    0.000 polar.py:21(PolarAxes)
       68    0.000    0.000    0.000    0.000 pkgutil.py:366(get_importer)
       31    0.000    0.000    0.000    0.000 _inspect.py:59(getargs)
        1    0.000    0.000    0.000    0.000 axes.py:1562(update_datalim)
        1    0.000    0.000    0.000    0.000 axes.py:526(_set_lim_and_transforms)
       44    0.000    0.000    0.000    0.000 lines.py:593(_get_markerfacecolor)
       36    0.000    0.000    0.000    0.000 pyparsing_py2.py:425(__iadd__)
       48    0.000    0.000    0.000    0.000 docstring.py:81(__call__)
        3    0.000    0.000    0.000    0.000 shape_base.py:177(vstack)
      148    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
       39    0.000    0.000    0.000    0.000 backend_agg.py:44(get_hinting_flag)
        4    0.000    0.000    0.000    0.000 scale.py:64(set_default_locators_and_formatters)
       16    0.000    0.000    0.000    0.000 {posix.close}
        5    0.000    0.000    0.000    0.000 backend_bases.py:2092(mpl_connect)
       16    0.000    0.000    0.000    0.000 rcsetup.py:38(__init__)
       13    0.000    0.000    0.000    0.000 patches.py:224(set_edgecolor)
      971    0.000    0.000    0.000    0.000 {method 'iterkeys' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 core.py:3341(filled)
       64    0.000    0.000    0.000    0.000 backend_bases.py:673(__init__)
      108    0.000    0.000    0.000    0.000 colors.py:259(to_rgb)
      275    0.000    0.000    0.000    0.000 {max}
       74    0.000    0.000    0.000    0.000 font_manager.py:720(get_style)
       44    0.000    0.000    0.000    0.000 backend_agg.py:261(points_to_pixels)
      122    0.000    0.000    0.000    0.000 lines.py:772(set_markeredgewidth)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:56(<module>)
      122    0.000    0.000    0.000    0.000 lines.py:1025(set_dash_joinstyle)
       27    0.000    0.000    0.000    0.000 core.py:821(__init__)
        1    0.000    0.000    0.000    0.000 figure.py:204(Figure)
        1    0.000    0.000    0.000    0.000 parser.py:292(__init__)
       31    0.000    0.000    0.000    0.000 Tkinter.py:74(_cnfmerge)
        1    0.000    0.000    0.000    0.000 parser.py:200(__init__)
        5    0.000    0.000    0.000    0.000 {numpy.core.multiarray.where}
        1    0.000    0.000    0.000    0.000 figure.py:1039(_set_artist_props)
        1    0.000    0.000    0.000    0.000 core.py:2206(masked_invalid)
        1    0.000    0.000    0.000    0.000 contour.py:1263(_get_allsegs_and_allkinds)
       12    0.000    0.000    0.000    0.000 pyparsing_py2.py:485(copy)
        1    0.000    0.000    0.000    0.000 _import_tools.py:1(<module>)
       12    0.000    0.000    0.000    0.000 pyexpat.c:618(EndElement)
        4    0.000    0.000    0.000    0.000 {posix.unlink}
       15    0.000    0.000    0.000    0.000 pyparsing_py2.py:1860(__str__)
        1    0.000    0.000    0.000    0.000 path.py:3(<module>)
        3    0.000    0.000    0.000    0.000 arrayprint.py:636(__init__)
       62    0.000    0.000    0.000    0.000 artist.py:44(after)
        1    0.000    0.000    0.000    0.000 records.py:36(<module>)
      233    0.000    0.000    0.000    0.000 weakref.py:245(remove)
      172    0.000    0.000    0.000    0.000 lines.py:821(set_ydata)
       40    0.000    0.000    0.000    0.000 ticker.py:1147(set_params)
       40    0.000    0.000    0.000    0.000 numeric.py:322(asanyarray)
        1    0.000    0.000    0.000    0.000 bezier.py:3(<module>)
        1    0.000    0.000    0.000    0.000 Tkinter.py:1693(_loadtk)
        1    0.000    0.000    0.000    0.000 units.py:44(<module>)
       12    0.000    0.000    0.000    0.000 plistlib.py:415(handleEndElement)
        2    0.000    0.000    0.000    0.000 patches.py:528(get_path)
        8    0.000    0.000    0.000    0.000 spines.py:266(_calc_offset_transform)
       13    0.000    0.000    0.000    0.000 pyparsing_py2.py:854(setParseAction)
      122    0.000    0.000    0.000    0.000 lines.py:1074(set_solid_capstyle)
       26    0.000    0.000    0.000    0.000 cbook.py:1868(is_math_text)
        8    0.000    0.000    0.000    0.000 fromnumeric.py:2387(round_)
       13    0.000    0.000    0.000    0.000 {method 'read' of 'file' objects}
        1    0.000    0.000    0.000    0.000 {method 'trace' of 'cntr.Cntr' objects}
       28    0.000    0.000    0.000    0.000 {posix.access}
        8    0.000    0.000    0.000    0.000 core.py:7132(__init__)
       10    0.000    0.000    0.000    0.000 {posix.waitpid}
       33    0.000    0.000    0.000    0.000 _weakrefset.py:58(__iter__)
        2    0.000    0.000    0.000    0.000 path.py:408(unit_rectangle)
        7    0.000    0.000    0.000    0.000 pyparsing_py2.py:2871(__init__)
        1    0.000    0.000    0.000    0.000 _datasource.py:33(<module>)
       13    0.000    0.000    0.000    0.000 functions.py:60(zeros)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1441(__init__)
       28    0.000    0.000    0.000    0.000 sre_parse.py:216(isname)
        4    0.000    0.000    0.000    0.000 lines.py:362(set_axes)
        6    0.000    0.000    0.000    0.000 pyparsing_py2.py:3389(<lambda>)
      153    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
       74    0.000    0.000    0.000    0.000 font_manager.py:730(get_variant)
        1    0.000    0.000    0.000    0.000 function_base.py:1871(_get_ufunc_and_otypes)
        2    0.000    0.000    0.000    0.000 random.py:91(__init__)
        4    0.000    0.000    0.000    0.000 fromnumeric.py:2405(mean)
       62    0.000    0.000    0.000    0.000 artist.py:36(before)
      122    0.000    0.000    0.000    0.000 lines.py:1036(set_solid_joinstyle)
        2    0.000    0.000    0.000    0.000 core.py:2890(astype)
       10    0.000    0.000    0.000    0.000 ticker.py:528(pprint_val)
        1    0.000    0.000    0.000    0.000 blocking_input.py:18(<module>)
      325    0.000    0.000    0.000    0.000 sre_parse.py:134(__setitem__)
       64    0.000    0.000    0.000    0.000 artist.py:566(_set_gc_clip)
      344    0.000    0.000    0.000    0.000 markers.py:189(_set_nothing)
        2    0.000    0.000    0.000    0.000 random.py:100(seed)
       74    0.000    0.000    0.000    0.000 font_manager.py:750(get_stretch)
       12    0.000    0.000    0.000    0.000 pyparsing_py2.py:342(__delitem__)
        7    0.000    0.000    0.000    0.000 parser.py:215(_convert)
        8    0.000    0.000    0.000    0.000 {method 'round' of 'numpy.ndarray' objects}
       39    0.000    0.000    0.000    0.000 {method 'clear' of 'FT2Font' objects}
       24    0.000    0.000    0.000    0.000 arrayprint.py:627(_digits)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2457(__init__)
        5    0.000    0.000    0.000    0.000 defmatrix.py:335(__rmul__)
        1    0.000    0.000    0.000    0.000 transforms.py:835(update_from_data_xy)
        1    0.000    0.000    0.000    0.000 axis.py:1822(_get_label)
        7    0.000    0.000    0.000    0.000 {posix.getcwd}
        8    0.000    0.000    0.000    0.000 core.py:7137(getdoc)
        1    0.000    0.000    0.000    0.000 streamplot.py:4(<module>)
        1    0.000    0.000    0.000    0.000 axes.py:800(_gen_axes_patch)
       72    0.000    0.000    0.000    0.000 pyparsing_py2.py:907(preParse)
        6    0.000    0.000    0.000    0.000 font_manager.py:1027(score_family)
      127    0.000    0.000    0.000    0.000 __init__.py:276(ge)
        1    0.000    0.000    0.000    0.000 collections.py:973(set_segments)
        4    0.000    0.000    0.000    0.000 _methods.py:42(_mean)
        2    0.000    0.000    0.000    0.000 core.py:3945(ravel)
       19    0.000    0.000    0.000    0.000 {numpy.core.multiarray.arange}
       74    0.000    0.000    0.000    0.000 font_manager.py:739(get_weight)
        1    0.000    0.000    0.000    0.000 mathtext.py:2049(Parser)
        1    0.000    0.000    0.000    0.000 gridspec.py:15(<module>)
        3    0.000    0.000    0.000    0.000 decimal.py:3776(__init__)
        3    0.000    0.000    0.000    0.000 {built-in method update_path_extents}
        1    0.000    0.000    0.000    0.000 tempfile.py:493(SpooledTemporaryFile)
        2    0.000    0.000    0.000    0.000 axes.py:215(_xy_from_xy)
        1    0.000    0.000    0.000    0.000 __init__.py:265(_reset_cache)
        9    0.000    0.000    0.000    0.000 shape_base.py:58(atleast_2d)
       32    0.000    0.000    0.000    0.000 pyparsing_py2.py:1568(parseImpl)
        4    0.000    0.000    0.000    0.000 utils.py:157(deprecate)
       81    0.000    0.000    0.000    0.000 stat.py:40(S_ISDIR)
        1    0.000    0.000    0.000    0.000 axes.py:1110(apply_aspect)
       10    0.000    0.000    0.000    0.000 transforms.py:1702(__init__)
        1    0.000    0.000    0.000    0.000 signals.py:1(<module>)
      268    0.000    0.000    0.000    0.000 {numpy.lib._compiled_base.add_docstring}
        5    0.000    0.000    0.000    0.000 {numpy.linalg.lapack_lite.zgetrf}
        1    0.000    0.000    0.000    0.000 image.py:663(NonUniformImage)
       22    0.000    0.000    0.000    0.000 lines.py:579(get_markeredgecolor)
        1    0.000    0.000    0.000    0.000 numerictypes.py:456(_set_array_types)
        4    0.000    0.000    0.000    0.000 ticker.py:1077(scale_range)
       11    0.000    0.000    0.000    0.000 pyparsing_py2.py:1781(__str__)
        1    0.000    0.000    0.000    0.000 defchararray.py:1732(chararray)
        1    0.000    0.000    0.000    0.000 pyparsing_py2.py:3183(delimitedList)
       29    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       12    0.000    0.000    0.000    0.000 {posix.pipe}
        1    0.000    0.000    0.000    0.000 numerictypes.py:286(_add_types)
        1    0.000    0.000    0.000    0.000 container.py:1(<module>)
        1    0.000    0.000    0.000    0.000 os.py:35(_get_exports_list)
       10    0.000    0.000    0.000    0.000 posixpath.py:249(expanduser)
      173    0.000    0.000    0.000    0.000 __init__.py:300(<lambda>)
        1    0.000    0.000    0.000    0.000 legend.py:86(Legend)
        4    0.000    0.000    0.000    0.000 axes.py:792(_set_artist_props)
       20    0.000    0.000    0.000    0.000 font_manager.py:901(copy)
       16    0.000    0.000    0.000    0.000 cbook.py:1173(__setitem__)
       35    0.000    0.000    0.000    0.000 pkg_resources.py:1911(yield_lines)
        2    0.000    0.000    0.000    0.000 re.py:268(_subx)
        1    0.000    0.000    0.000    0.000 <string>:1(DecimalTuple)
       18    0.000    0.000    0.000    0.000 core.py:905(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:78(CFUNCTYPE)
       85    0.000    0.000    0.000    0.000 text.py:769(set_color)
      145    0.000    0.000    0.000    0.000 {repr}
        1    0.000    0.000    0.000    0.000 gridspec.py:250(get_subplot_params)
       24    0.000    0.000    0.000    0.000 transforms.py:325(_get_intervalx)
        1    0.000    0.000    0.000    0.000 contextlib.py:1(<module>)
       18    0.000    0.000    0.000    0.000 axis.py:1368(set_label_text)
        1    0.000    0.000    0.000    0.000 mathtext.py:390(Fonts)
       36    0.000    0.000    0.000    0.000 axis.py:876(_set_artist_props)
      316    0.000    0.000    0.000    0.000 {method 'end' of '_sre.SRE_Match' objects}
        1    0.000    0.000    0.000    0.000 suite.py:1(<module>)
        2    0.000    0.000    0.000    0.000 re.py:248(_compile_repl)
       12    0.000    0.000    0.000    0.000 ticker.py:373(fix_minus)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2439(__init__)
       10    0.000    0.000    0.000    0.000 Tkinter.py:1934(_setup)
       50    0.000    0.000    0.000    0.000 abc.py:89(<genexpr>)
        1    0.000    0.000    0.000    0.000 axis.py:1842(_get_offset_text)
       74    0.000    0.000    0.000    0.000 _inspect.py:150(strseq)
       10    0.000    0.000    0.000    0.000 plistlib.py:433(getData)
       11    0.000    0.000    0.000    0.000 {numpy.core.multiarray.copyto}
        3    0.000    0.000    0.000    0.000 backend_tkagg.py:863(update)
       47    0.000    0.000    0.000    0.000 pyplot.py:1944(autogen_docstring)
        1    0.000    0.000    0.000    0.000 ticker.py:1044(MultipleLocator)
       12    0.000    0.000    0.000    0.000 pyparsing_py2.py:1513(setName)
        4    0.000    0.000    0.000    0.000 subprocess.py:460(_cleanup)
       29    0.000    0.000    0.000    0.000 artist.py:408(get_snap)
        9    0.000    0.000    0.000    0.000 axes.py:2380(get_xlim)
        1    0.000    0.000    0.000    0.000 pyparsing_py2.py:670(ParserElement)
        1    0.000    0.000    0.000    0.000 core.py:2574(MaskedArray)
        2    0.000    0.000    0.000    0.000 core.py:2806(__array_wrap__)
      191    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
       20    0.000    0.000    0.000    0.000 transforms.py:2308(interval_contains)
       27    0.000    0.000    0.000    0.000 artist.py:28(allow_rasterization)
        7    0.000    0.000    0.000    0.000 pyparsing_py2.py:1306(__or__)
        1    0.000    0.000    0.000    0.000 transforms.py:2157(get_matrix)
       39    0.000    0.000    0.000    0.000 {method 'set_size' of 'FT2Font' objects}
       17    0.000    0.000    0.000    0.000 pyparsing_py2.py:714(setName)
        1    0.000    0.000    0.000    0.000 colorbar.py:20(<module>)
      152    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        2    0.000    0.000    0.000    0.000 version.py:263(__init__)
       40    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
        1    0.000    0.000    0.000    0.000 scale.py:471(get_scale_docs)
        3    0.000    0.000    0.000    0.000 numeric.py:120(ones)
        1    0.000    0.000    0.000    0.000 arrayterator.py:9(<module>)
       85    0.000    0.000    0.000    0.000 font_manager.py:811(set_style)
        1    0.000    0.000    0.000    0.000 contour.py:1032(_process_levels)
        1    0.000    0.000    0.000    0.000 constants.py:8(<module>)
        9    0.000    0.000    0.000    0.000 pyparsing_py2.py:3268(_escapeRegexRangeChars)
        1    0.000    0.000    0.000    0.000 Tkinter.py:336(Misc)
        9    0.000    0.000    0.000    0.000 shape_base.py:6(atleast_1d)
       87    0.000    0.000    0.000    0.000 sre_parse.py:67(__init__)
       29    0.000    0.000    0.000    0.000 pyparsing_py2.py:1436(__str__)
       12    0.000    0.000    0.000    0.000 pyexpat.c:566(StartElement)
        1    0.000    0.000    0.000    0.000 <string>:2(<module>)
       23    0.000    0.000    0.000    0.000 transforms.py:332(_get_intervaly)
       20    0.000    0.000    0.000    0.000 axis.py:325(apply_tickdir)
        1    0.000    0.000    0.000    0.000 __init__.py:646(RcParams)
        2    0.000    0.000    0.000    0.000 version.py:268(parse)
        1    0.000    0.000    0.000    0.000 _endian.py:4(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:763(__init__)
        4    0.000    0.000    0.000    0.000 tempfile.py:123(rng)
        1    0.000    0.000    0.000    0.000 numpytest.py:1(<module>)
        5    0.000    0.000    0.000    0.000 linalg.py:99(_commonType)
       24    0.000    0.000    0.000    0.000 transforms.py:1772(get_affine)
       47    0.000    0.000    0.000    0.000 docstring.py:42(update)
        5    0.000    0.000    0.000    0.000 plistlib.py:451(end_key)
       12    0.000    0.000    0.000    0.000 pyparsing_py2.py:460(_asStringList)
        1    0.000    0.000    0.000    0.000 Tkinter.py:1618(wm_protocol)
       14    0.000    0.000    0.000    0.000 __init__.py:147(_check_size)
        1    0.000    0.000    0.000    0.000 typeconv.py:1(<module>)
       16    0.000    0.000    0.000    0.000 axis.py:1344(set_units)
        5    0.000    0.000    0.000    0.000 fromnumeric.py:1087(ravel)
       30    0.000    0.000    0.000    0.000 numerictypes.py:448(_add_array_type)
       27    0.000    0.000    0.000    0.000 {built-in method createcommand}
        1    0.000    0.000    0.000    0.000 <string>:7(Hermite)
      122    0.000    0.000    0.000    0.000 lines.py:683(set_drawstyle)
        1    0.000    0.000    0.000    0.000 pyplot.py:1075(title)
        1    0.000    0.000    0.000    0.000 text.py:1670(Annotation)
       26    0.000    0.000    0.000    0.000 text.py:226(get_rotation)
       22    0.000    0.000    0.000    0.000 pkg_resources.py:1852(fixup_namespace_packages)
       12    0.000    0.000    0.000    0.000 plistlib.py:409(handleBeginElement)
       12    0.000    0.000    0.000    0.000 pyparsing_py2.py:3383(<lambda>)
        1    0.000    0.000    0.000    0.000 sre_parse.py:691(parse_template)
        9    0.000    0.000    0.000    0.000 axes.py:2595(get_ylim)
        1    0.000    0.000    0.000    0.000 docstring.py:1(<module>)
        2    0.000    0.000    0.000    0.000 figure.py:153(update)
        4    0.000    0.000    0.000    0.000 spines.py:179(_adjust_location)
        3    0.000    0.000    0.000    0.000 __init__.py:493(PYFUNCTYPE)
      242    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 patches.py:2081(FancyBboxPatch)
        2    0.000    0.000    0.000    0.000 transforms.py:236(frozen)
        1    0.000    0.000    0.000    0.000 Dialog.py:3(<module>)
       13    0.000    0.000    0.000    0.000 pyparsing_py2.py:756(_normalizeParseActionArgs)
        2    0.000    0.000    0.000    0.000 core.py:5733(array)
       51    0.000    0.000    0.000    0.000 {numpy.core.umath.seterrobj}
       22    0.000    0.000    0.000    0.000 transforms.py:2272(get_affine)
       12    0.000    0.000    0.000    0.000 {method 'flatten' of 'numpy.ndarray' objects}
      304    0.000    0.000    0.000    0.000 {method 'start' of '_sre.SRE_Match' objects}
       20    0.000    0.000    0.000    0.000 axis.py:467(apply_tickdir)
       24    0.000    0.000    0.000    0.000 random.py:272(choice)
       12    0.000    0.000    0.000    0.000 ctypeslib.py:306(prep_simple)
       20    0.000    0.000    0.000    0.000 defmatrix.py:279(__array_finalize__)
        4    0.000    0.000    0.000    0.000 utils.py:113(__call__)
        1    0.000    0.000    0.000    0.000 polytemplate.py:11(<module>)
        1    0.000    0.000    0.000    0.000 interpolate.py:1(<module>)
       24    0.000    0.000    0.000    0.000 cbook.py:260(__init__)
        6    0.000    0.000    0.000    0.000 pyparsing_py2.py:2787(__init__)
        1    0.000    0.000    0.000    0.000 collections.py:27(Collection)
        7    0.000    0.000    0.000    0.000 pyparsing_py2.py:2520(__init__)
        2    0.000    0.000    0.000    0.000 {posix.urandom}
        1    0.000    0.000    0.000    0.000 scimath.py:17(<module>)
       11    0.000    0.000    0.000    0.000 copy_reg.py:95(_slotnames)
       10    0.000    0.000    0.000    0.000 {method 'encode' of 'unicode' objects}
        2    0.000    0.000    0.000    0.000 textpath.py:27(__init__)
        1    0.000    0.000    0.000    0.000 numerictypes.py:785(_construct_lookups)
       89    0.000    0.000    0.000    0.000 artist.py:229(get_transform)
      127    0.000    0.000    0.000    0.000 backend_bases.py:804(set_alpha)
       21    0.000    0.000    0.000    0.000 numerictypes.py:217(_evalname)
