         2758605 function calls (2750831 primitive calls) in 27.074 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.165    0.083 axes.py:358(__init__)
        2    0.000    0.000    0.004    0.002 axes.py:3745(plot)
        3    0.000    0.000    0.000    0.000 axes.py:45(_string_to_bool)
        1    0.000    0.000    0.027    0.027 axes.py:499(_init_axis)
        2    0.000    0.000    0.001    0.000 axes.py:509(set_figure)
        2    0.000    0.000    0.000    0.000 axes.py:526(_set_lim_and_transforms)
        2    0.000    0.000    0.000    0.000 axes.py:54(_process_plot_format)
  449/225    0.001    0.000    0.008    0.000 axes.py:566(get_xaxis_transform)
       49    0.000    0.000    0.003    0.000 axes.py:591(get_xaxis_text1_transform)
       49    0.000    0.000    0.002    0.000 axes.py:617(get_xaxis_text2_transform)
   184/80    0.000    0.000    0.007    0.000 axes.py:643(get_yaxis_transform)
       20    0.000    0.000    0.001    0.000 axes.py:668(get_yaxis_text1_transform)
       20    0.000    0.000    0.001    0.000 axes.py:694(get_yaxis_text2_transform)
        3    0.000    0.000    0.001    0.000 axes.py:720(_update_transScale)
        4    0.000    0.000    0.000    0.000 axes.py:731(get_position)
        4    0.000    0.000    0.000    0.000 axes.py:739(set_position)
        2    0.000    0.000    0.000    0.000 axes.py:777(set_axes_locator)
        4    0.000    0.000    0.000    0.000 axes.py:786(get_axes_locator)
       20    0.000    0.000    0.001    0.000 axes.py:792(_set_artist_props)
        2    0.000    0.000    0.000    0.000 axes.py:800(_gen_axes_patch)
        2    0.000    0.000    0.002    0.001 axes.py:816(_gen_axes_spines)
        2    0.000    0.000    0.105    0.053 axes.py:837(cla)
        1    0.000    0.000    0.000    0.000 axes.py:8381(SubplotBase)
        1    0.000    0.000    0.086    0.086 axes.py:8388(__init__)
        1    0.000    0.000    0.000    0.000 axes.py:8449(get_subplotspec)
        1    0.000    0.000    0.000    0.000 axes.py:8457(update_params)
        2    0.000    0.000    0.000    0.000 axes.py:8496(subplot_class_factory)
