29
         229690 function calls (226275 primitive calls) in 1.378 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 calendar.py:6(<module>)
       12    0.000    0.000    0.000    0.000 transforms.py:989(get_points)
        1    0.000    0.000    0.000    0.000 axis.py:1561(_get_label)
        1    0.000    0.000    0.000    0.000 re.py:169(findall)
        1    0.000    0.000    0.000    0.000 collections.py:973(set_segments)
      140    0.000    0.000    0.000    0.000 colors.py:475(__init__)
       13    0.000    0.000    0.000    0.000 cbook.py:269(connect)
        4    0.000    0.000    0.000    0.000 subprocess.py:709(__del__)
        2    0.000    0.000    0.000    0.000 path.py:491(unit_circle)
       37    0.000    0.000    0.000    0.000 text.py:672(get_position)
     1075    0.000    0.000    0.000    0.000 {method 'iteritems' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 numeric.py:207(extend_all)
        6    0.000    0.000    0.000    0.000 pyparsing_py2.py:722(setResultsName)
       10    0.000    0.000    0.000    0.000 __init__.py:441(_get_home)
       38    0.000    0.000    0.000    0.000 pkg_resources.py:1142(safe_version)
        1    0.000    0.000    0.000    0.000 textwrap.py:235(_wrap_chunks)
      250    0.000    0.000    0.000    0.000 UserDict.py:17(__len__)
       14    0.000    0.000    0.000    0.000 {imp.find_module}
        2    0.000    0.000    0.000    0.000 font_manager.py:699(__str__)
        7    0.000    0.000    0.000    0.000 pkg_resources.py:1212(get_metadata_lines)
        2    0.000    0.000    0.000    0.000 font_manager.py:783(get_fontconfig_pattern)
        1    0.000    0.000    0.000    0.000 gridspec.py:74(get_grid_positions)
       43    0.000    0.000    0.000    0.000 pyparsing_py2.py:2290(__init__)
        1    0.000    0.000    0.000    0.000 parser.py:292(__init__)
        7    0.000    0.000    0.000    0.000 pkg_resources.py:1202(get_metadata)
        1    0.000    0.000    0.000    0.000 parser.py:200(__init__)
       12    0.000    0.000    0.000    0.000 pyexpat.c:618(EndElement)
       62    0.000    0.000    0.000    0.000 backend_bases.py:603(new_gc)
       20    0.000    0.000    0.000    0.000 ticker.py:1107(__init__)
        1    0.000    0.000    0.000    0.000 opcode.py:5(<module>)
        2    0.000    0.000    0.000    0.000 fontconfig_pattern.py:174(generate_fontconfig_pattern)
        1    0.000    0.000    0.000    0.000 quiver.py:15(<module>)
      125    0.000    0.000    0.000    0.000 __init__.py:244(report)
       10    0.000    0.000    0.000    0.000 ticker.py:378(__call__)
        2    0.000    0.000    0.000    0.000 colors.py:845(__call__)
       19    0.000    0.000    0.000    0.000 patches.py:237(set_facecolor)
       18    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        1    0.000    0.000    0.000    0.000 axis3d.py:6(<module>)
       22    0.000    0.000    0.000    0.000 pkg_resources.py:1307(_has)
      185    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
        8    0.000    0.000    0.000    0.000 arrayprint.py:591(__call__)
        1    0.000    0.000    0.000    0.000 __init__.py:17(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing_py2.py:1804(Regex)
       26    0.000    0.000    0.000    0.000 numerictypes.py:230(bitname)
       12    0.000    0.000    0.000    0.000 plistlib.py:415(handleEndElement)
        1    0.000    0.000    0.000    0.000 tzwin.py:2(<module>)
       29    0.000    0.000    0.000    0.000 linalg.py:139(_fastCopyAndTranspose)
       87    0.000    0.000    0.000    0.000 {_sre.compile}
        1    0.000    0.000    0.000    0.000 backend_macosx.py:38(__init__)
       12    0.000    0.000    0.000    0.000 transforms.py:2276(nonsingular)
     22/3    0.000    0.000    0.000    0.000 pyparsing_py2.py:2342(streamline)
      105    0.000    0.000    0.000    0.000 font_manager.py:1005(get_default_size)
        1    0.000    0.000    0.000    0.000 scale.py:97(LogScale)
      268    0.000    0.000    0.000    0.000 {range}
        1    0.000    0.000    0.000    0.000 defchararray.py:17(<module>)
        1    0.000    0.000    0.000    0.000 spines.py:1(<module>)
       16    0.000    0.000    0.000    0.000 {posix.close}
        1    0.000    0.000    0.000    0.000 misc.py:4(<module>)
     1692    0.000    0.000    0.000    0.000 {callable}
        1    0.000    0.000    0.000    0.000 _iotools.py:1(<module>)
       47    0.000    0.000    0.000    0.000 posixpath.py:118(dirname)
        1    0.000    0.000    0.000    0.000 __init__.py:265(_reset_cache)
        4    0.000    0.000    0.000    0.000 axis.py:687(set_scale)
      142    0.000    0.000    0.000    0.000 pyparsing_py2.py:278(__new__)
      151    0.000    0.000    0.000    0.000 sre_parse.py:72(opengroup)
        2    0.000    0.000    0.000    0.000 colors.py:813(process_value)
      121    0.000    0.000    0.000    0.000 lines.py:1060(set_dash_capstyle)
        3    0.000    0.000    0.000    0.000 core.py:3341(filled)
        8    0.000    0.000    0.000    0.000 {sorted}
        1    0.000    0.000    0.000    0.000 base64.py:3(<module>)
        7    0.000    0.000    0.000    0.000 parser.py:215(_convert)
       29    0.000    0.000    0.000    0.000 linalg.py:99(_commonType)
        4    0.000    0.000    0.000    0.000 tempfile.py:134(next)
       13    0.000    0.000    0.000    0.000 patches.py:224(set_edgecolor)
        1    0.000    0.000    0.000    0.000 axes.py:1562(update_datalim)
        1    0.000    0.000    0.000    0.000 axes.py:526(_set_lim_and_transforms)
       28    0.000    0.000    0.000    0.000 numeric.py:2178(seterr)
      102    0.000    0.000    0.000    0.000 pkg_resources.py:2284(__getattr__)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1441(__init__)
        7    0.000    0.000    0.000    0.000 backend_bases.py:2092(mpl_connect)
        1    0.000    0.000    0.000    0.000 axes.py:1469(_update_line_limits)
        6    0.000    0.000    0.000    0.000 transforms.py:1802(__init__)
     23/4    0.000    0.000    0.000    0.000 pyparsing_py2.py:2704(streamline)
        1    0.000    0.000    0.000    0.000 polar.py:21(PolarAxes)
        3    0.000    0.000    0.000    0.000 shape_base.py:177(vstack)
        3    0.000    0.000    0.000    0.000 __init__.py:78(CFUNCTYPE)
      142    0.000    0.000    0.000    0.000 text.py:959(set_text)
        1    0.000    0.000    0.000    0.000 patches.py:869(Arrow)
       87    0.000    0.000    0.000    0.000 artist.py:689(set_zorder)
        3    0.000    0.000    0.000    0.000 {method 'split' of '_sre.SRE_Pattern' objects}
        2    0.000    0.000    0.000    0.000 ticker.py:460(_set_offset)
        9    0.000    0.000    0.000    0.000 extras.py:239(__init__)
       29    0.000    0.000    0.000    0.000 fromnumeric.py:923(diagonal)
       92    0.000    0.000    0.000    0.000 defmatrix.py:279(__array_finalize__)
        9    0.000    0.000    0.000    0.000 transforms.py:360(_get_bounds)
        7    0.000    0.000    0.000    0.000 pkg_resources.py:1319(_get)
       20    0.000    0.000    0.000    0.000 ticker.py:333(__init__)
       63    0.000    0.000    0.000    0.000 backend_bases.py:673(__init__)
       39    0.000    0.000    0.000    0.000 backend_agg.py:44(get_hinting_flag)
        1    0.000    0.000    0.000    0.000 textwrap.py:155(_split)
      174    0.000    0.000    0.000    0.000 sre_compile.py:474(isstring)
      151    0.000    0.000    0.000    0.000 sre_parse.py:83(closegroup)
        1    0.000    0.000    0.000    0.000 axes.py:1429(add_collection)
        4    0.000    0.000    0.000    0.000 animation.py:219(bin_path)
        1    0.000    0.000    0.000    0.000 functions.py:3(<module>)
       42    0.000    0.000    0.000    0.000 posixpath.py:95(splitext)
        1    0.000    0.000    0.000    0.000 contour.py:1263(_get_allsegs_and_allkinds)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1521(FileMetadata)
        9    0.000    0.000    0.000    0.000 extras.py:243(getdoc)
        1    0.000    0.000    0.000    0.000 _cm.py:5(<module>)
        1    0.000    0.000    0.000    0.000 image.py:663(NonUniformImage)
       43    0.000    0.000    0.000    0.000 {numpy.core.multiarray.arange}
      313    0.000    0.000    0.000    0.000 __init__.py:536(<lambda>)
       31    0.000    0.000    0.000    0.000 _inspect.py:59(getargs)
     1260    0.000    0.000    0.000    0.000 sre_compile.py:24(_identityfunction)
      171    0.000    0.000    0.000    0.000 lines.py:812(set_xdata)
        1    0.000    0.000    0.000    0.000 {method 'trace' of 'cntr.Cntr' objects}
       74    0.000    0.000    0.000    0.000 font_manager.py:720(get_style)
       48    0.000    0.000    0.000    0.000 docstring.py:81(__call__)
     1360    0.000    0.000    0.000    0.000 {ord}
       42    0.000    0.000    0.000    0.000 lines.py:593(_get_markerfacecolor)
       27    0.000    0.000    0.000    0.000 core.py:821(__init__)
       61    0.000    0.000    0.000    0.000 artist.py:44(after)
       21    0.000    0.000    0.000    0.000 transforms.py:2191(get_matrix)
        4    0.000    0.000    0.000    0.000 scale.py:64(set_default_locators_and_formatters)
        1    0.000    0.000    0.000    0.000 pyparsing_py2.py:3183(delimitedList)
        1    0.000    0.000    0.000    0.000 socket.py:235(_fileobject)
      104    0.000    0.000    0.000    0.000 colors.py:259(to_rgb)
        1    0.000    0.000    0.000    0.000 figure.py:204(Figure)
      451    0.000    0.000    0.000    0.000 stat.py:24(S_IFMT)
       16    0.000    0.000    0.000    0.000 rcsetup.py:38(__init__)
      121    0.000    0.000    0.000    0.000 lines.py:1074(set_solid_capstyle)
       26    0.000    0.000    0.000    0.000 cbook.py:1868(is_math_text)
        1    0.000    0.000    0.000    0.000 units.py:44(<module>)
       33    0.000    0.000    0.000    0.000 _weakrefset.py:58(__iter__)
        2    0.000    0.000    0.000    0.000 transforms.py:799(update_from_path)
      171    0.000    0.000    0.000    0.000 lines.py:821(set_ydata)
      325    0.000    0.000    0.000    0.000 sre_parse.py:134(__setitem__)
        1    0.000    0.000    0.000    0.000 transforms.py:835(update_from_data_xy)
        1    0.000    0.000    0.000    0.000 polyutils.py:33(<module>)
       42    0.000    0.000    0.000    0.000 backend_agg.py:261(points_to_pixels)
      191    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {posix.unlink}
      231    0.000    0.000    0.000    0.000 weakref.py:245(remove)
      121    0.000    0.000    0.000    0.000 lines.py:1025(set_dash_joinstyle)
       39    0.000    0.000    0.000    0.000 {method 'clear' of 'FT2Font' objects}
       29    0.000    0.000    0.000    0.000 pkg_resources.py:1263(_fn)
        1    0.000    0.000    0.000    0.000 <string>:7(HermiteE)
       28    0.000    0.000    0.000    0.000 sre_parse.py:216(isname)
       10    0.000    0.000    0.000    0.000 plistlib.py:433(getData)
        8    0.000    0.000    0.000    0.000 spines.py:266(_calc_offset_transform)
        1    0.000    0.000    0.000    0.000 streamplot.py:4(<module>)
        2    0.000    0.000    0.000    0.000 transforms.py:240(__array__)
        1    0.000    0.000    0.000    0.000 axis.py:1580(_get_offset_text)
      288    0.000    0.000    0.000    0.000 {max}
        4    0.000    0.000    0.000    0.000 fromnumeric.py:2405(mean)
        8    0.000    0.000    0.000    0.000 core.py:7132(__init__)
        2    0.000    0.000    0.000    0.000 random.py:91(__init__)
       61    0.000    0.000    0.000    0.000 artist.py:36(before)
        1    0.000    0.000    0.000    0.000 axes.py:1110(apply_aspect)
      121    0.000    0.000    0.000    0.000 lines.py:772(set_markeredgewidth)
       40    0.000    0.000    0.000    0.000 ticker.py:1147(set_params)
      125    0.000    0.000    0.000    0.000 posixpath.py:51(isabs)
       15    0.000    0.000    0.000    0.000 pyparsing_py2.py:1860(__str__)
       29    0.000    0.000    0.000    0.000 {numpy.core.multiarray._fastCopyAndTranspose}
       13    0.000    0.000    0.000    0.000 pyparsing_py2.py:854(setParseAction)
        2    0.000    0.000    0.000    0.000 patches.py:528(get_path)
        1    0.000    0.000    0.000    0.000 spawn.py:7(<module>)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        2    0.000    0.000    0.000    0.000 random.py:100(seed)
        1    0.000    0.000    0.000    0.000 core.py:2206(masked_invalid)
        7    0.000    0.000    0.000    0.000 pyparsing_py2.py:2871(__init__)
       42    0.000    0.000    0.000    0.000 genericpath.py:85(_splitext)
        1    0.000    0.000    0.000    0.000 records.py:36(<module>)
        6    0.000    0.000    0.000    0.000 font_manager.py:1027(score_family)
        7    0.000    0.000    0.000    0.000 fromnumeric.py:1563(any)
        2    0.000    0.000    0.000    0.000 core.py:3945(ravel)
        1    0.000    0.000    0.000    0.000 precision.py:21(_fill_table)
       33    0.000    0.000    0.000    0.000 numeric.py:322(asanyarray)
        2    0.000    0.000    0.000    0.000 path.py:408(unit_rectangle)
       32    0.000    0.000    0.000    0.000 pyparsing_py2.py:1736(parseImpl)
        4    0.000    0.000    0.000    0.000 _methods.py:42(_mean)
       62    0.000    0.000    0.000    0.000 artist.py:566(_set_gc_clip)
      268    0.000    0.000    0.000    0.000 {numpy.lib._compiled_base.add_docstring}
        1    0.000    0.000    0.000    0.000 bezier.py:3(<module>)
        1    0.000    0.000    0.000    0.000 axes3d.py:34(Axes3D)
        1    0.000    0.000    0.000    0.000 blocking_input.py:18(<module>)
       74    0.000    0.000    0.000    0.000 font_manager.py:730(get_variant)
        1    0.000    0.000    0.000    0.000 axis.py:1822(_get_label)
        5    0.000    0.000    0.000    0.000 plistlib.py:451(end_key)
        9    0.000    0.000    0.000    0.000 shape_base.py:58(atleast_2d)
        1    0.000    0.000    0.000    0.000 path.py:3(<module>)
       10    0.000    0.000    0.000    0.000 ticker.py:528(pprint_val)
       28    0.000    0.000    0.000    0.000 {posix.access}
        1    0.000    0.000    0.000    0.000 legend.py:86(Legend)
        1    0.000    0.000    0.000    0.000 mathtext.py:2049(Parser)
       74    0.000    0.000    0.000    0.000 font_manager.py:750(get_stretch)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1779(get_width_height)
      121    0.000    0.000    0.000    0.000 lines.py:1036(set_solid_joinstyle)
        1    0.000    0.000    0.000    0.000 container.py:1(<module>)
        8    0.000    0.000    0.000    0.000 core.py:7137(getdoc)
        1    0.000    0.000    0.000    0.000 _datasource.py:33(<module>)
       10    0.000    0.000    0.000    0.000 transforms.py:1702(__init__)
        5    0.000    0.000    0.000    0.000 precision.py:15(_get_precisions)
      910    0.000    0.000    0.000    0.000 {method 'iterkeys' of 'dict' objects}
       36    0.000    0.000    0.000    0.000 pyparsing_py2.py:425(__iadd__)
        1    0.000    0.000    0.000    0.000 gridspec.py:250(get_subplot_params)
        1    0.000    0.000    0.000    0.000 _import_tools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gridspec.py:15(<module>)
       74    0.000    0.000    0.000    0.000 font_manager.py:739(get_weight)
      342    0.000    0.000    0.000    0.000 markers.py:189(_set_nothing)
        2    0.000    0.000    0.000    0.000 core.py:2890(astype)
        4    0.000    0.000    0.000    0.000 genericpath.py:26(isfile)
        1    0.000    0.000    0.000    0.000 financial.py:8(<module>)
        1    0.000    0.000    0.000    0.000 defmatrix.py:195(matrix)
       10    0.000    0.000    0.000    0.000 subprocess.py:1266(_internal_poll)
        1    0.000    0.000    0.000    0.000 artist.py:66(Artist)
      125    0.000    0.000    0.000    0.000 __init__.py:276(ge)
        1    0.000    0.000    0.000    0.000 backend_macosx.py:295(resize)
        1    0.000    0.000    0.000    0.000 collections.py:1002(set_color)
        1    0.000    0.000    0.000    0.000 patches.py:1124(Ellipse)
       10    0.000    0.000    0.000    0.000 {method 'encode' of 'unicode' objects}
        1    0.000    0.000    0.000    0.000 function_base.py:1871(_get_ufunc_and_otypes)
       51    0.000    0.000    0.000    0.000 pkgutil.py:366(get_importer)
        2    0.000    0.000    0.000    0.000 figure.py:153(update)
        1    0.000    0.000    0.000    0.000 os.py:35(_get_exports_list)
       12    0.000    0.000    0.000    0.000 pyparsing_py2.py:485(copy)
       18    0.000    0.000    0.000    0.000 core.py:905(__init__)
        1    0.000    0.000    0.000    0.000 numerictypes.py:456(_set_array_types)
       18    0.000    0.000    0.000    0.000 axis.py:1368(set_label_text)
        1    0.000    0.000    0.000    0.000 runner.py:28(TextTestResult)
       85    0.000    0.000    0.000    0.000 text.py:769(set_color)
        1    0.000    0.000    0.000    0.000 <string>:1(DecimalTuple)
      173    0.000    0.000    0.000    0.000 __init__.py:300(<lambda>)
       11    0.000    0.000    0.000    0.000 {numpy.core.multiarray.copyto}
       21    0.000    0.000    0.000    0.000 lines.py:579(get_markeredgecolor)
       36    0.000    0.000    0.000    0.000 axis.py:876(_set_artist_props)
       20    0.000    0.000    0.000    0.000 transforms.py:2308(interval_contains)
        2    0.000    0.000    0.000    0.000 backend_bases.py:132(__init__)
        4    0.000    0.000    0.000    0.000 ticker.py:1077(scale_range)
        3    0.000    0.000    0.000    0.000 textpath.py:27(__init__)
        1    0.000    0.000    0.000    0.000 parser.py:700(_tzparser)
       20    0.000    0.000    0.000    0.000 font_manager.py:901(copy)
       39    0.000    0.000    0.000    0.000 {method 'set_size' of 'FT2Font' objects}
        1    0.000    0.000    0.000    0.000 mathtext.py:390(Fonts)
        8    0.000    0.000    0.000    0.000 fromnumeric.py:2387(round_)
       11    0.000    0.000    0.000    0.000 pyparsing_py2.py:1781(__str__)
        1    0.000    0.000    0.000    0.000 numerictypes.py:286(_add_types)
       16    0.000    0.000    0.000    0.000 cbook.py:1173(__setitem__)
        3    0.000    0.000    0.000    0.000 numeric.py:120(ones)
       47    0.000    0.000    0.000    0.000 pyplot.py:1944(autogen_docstring)
        1    0.000    0.000    0.000    0.000 ticker.py:1044(MultipleLocator)
        1    0.000    0.000    0.000    0.000 suite.py:1(<module>)
       10    0.000    0.000    0.000    0.000 posixpath.py:249(expanduser)
       12    0.000    0.000    0.000    0.000 pyparsing_py2.py:1513(setName)
       74    0.000    0.000    0.000    0.000 _inspect.py:150(strseq)
       27    0.000    0.000    0.000    0.000 artist.py:28(allow_rasterization)
        1    0.000    0.000    0.000    0.000 axis.py:1842(_get_offset_text)
        1    0.000    0.000    0.000    0.000 core.py:2574(MaskedArray)
       50    0.000    0.000    0.000    0.000 abc.py:89(<genexpr>)
       75    0.000    0.000    0.000    0.000 stat.py:40(S_ISDIR)
        4    0.000    0.000    0.000    0.000 subprocess.py:460(_cleanup)
       12    0.000    0.000    0.000    0.000 {posix.pipe}
        2    0.000    0.000    0.000    0.000 transforms.py:236(frozen)
        1    0.000    0.000    0.000    0.000 figure.py:508(set_size_inches)
       17    0.000    0.000    0.000    0.000 pyparsing_py2.py:714(setName)
       26    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        6    0.000    0.000    0.000    0.000 pyparsing_py2.py:3389(<lambda>)
       72    0.000    0.000    0.000    0.000 pyparsing_py2.py:907(preParse)
        1    0.000    0.000    0.000    0.000 constants.py:8(<module>)
        2    0.000    0.000    0.000    0.000 transforms.py:339(_get_width)
       12    0.000    0.000    0.000    0.000 ticker.py:373(fix_minus)
        1    0.000    0.000    0.000    0.000 contour.py:1032(_process_levels)
        7    0.000    0.000    0.000    0.000 pyparsing_py2.py:1306(__or__)
        2    0.000    0.000    0.000    0.000 re.py:268(_subx)
       40    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
       19    0.000    0.000    0.000    0.000 transforms.py:325(_get_intervalx)
       12    0.000    0.000    0.000    0.000 pyexpat.c:566(StartElement)
      135    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:646(RcParams)
        8    0.000    0.000    0.000    0.000 {method 'round' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 core.py:2806(__array_wrap__)
      316    0.000    0.000    0.000    0.000 {method 'end' of '_sre.SRE_Match' objects}
        3    0.000    0.000    0.000    0.000 decimal.py:3776(__init__)
        1    0.000    0.000    0.000    0.000 image.py:31(_AxesImageBase)
        1    0.000    0.000    0.000    0.000 colorbar.py:20(<module>)
        5    0.000    0.000    0.000    0.000 {posix.getcwd}
        1    0.000    0.000    0.000    0.000 pyparsing_py2.py:271(ParseResults)
       12    0.000    0.000    0.000    0.000 pyparsing_py2.py:342(__delitem__)
        1    0.000    0.000    0.000    0.000 scale.py:471(get_scale_docs)
       28    0.000    0.000    0.000    0.000 artist.py:408(get_snap)
       13    0.000    0.000    0.000    0.000 functions.py:60(zeros)
       87    0.000    0.000    0.000    0.000 sre_parse.py:67(__init__)
        4    0.000    0.000    0.000    0.000 utils.py:157(deprecate)
       14    0.000    0.000    0.000    0.000 __init__.py:147(_check_size)
      152    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
      115    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 figure.py:123(__init__)
       47    0.000    0.000    0.000    0.000 docstring.py:42(update)
        1    0.000    0.000    0.000    0.000 transforms.py:884(_set_p1)
        1    0.000    0.000    0.000    0.000 _endian.py:4(<module>)
        1    0.000    0.000    0.000    0.000 contextlib.py:1(<module>)
       28    0.000    0.000    0.000    0.000 numeric.py:2274(geterr)
        2    0.000    0.000    0.000    0.000 re.py:248(_compile_repl)
       25    0.000    0.000    0.000    0.000 cbook.py:260(__init__)
        1    0.000    0.000    0.000    0.000 axes.py:800(_gen_axes_patch)
        1    0.000    0.000    0.000    0.000 threading.py:763(__init__)
       85    0.000    0.000    0.000    0.000 font_manager.py:811(set_style)
        1    0.000    0.000    0.000    0.000 <string>:2(<module>)
       24    0.000    0.000    0.000    0.000 transforms.py:1772(get_affine)
        2    0.000    0.000    0.000    0.000 version.py:263(__init__)
        1    0.000    0.000    0.000    0.000 pyplot.py:1075(title)
       19    0.000    0.000    0.000    0.000 transforms.py:332(_get_intervaly)
      224    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       29    0.000    0.000    0.000    0.000 pyparsing_py2.py:1436(__str__)
       32    0.000    0.000    0.000    0.000 pyparsing_py2.py:1568(parseImpl)
      109    0.000    0.000    0.000    0.000 {repr}
       20    0.000    0.000    0.000    0.000 axis.py:325(apply_tickdir)
       29    0.000    0.000    0.000    0.000 linalg.py:127(_to_native_byte_order)
        9    0.000    0.000    0.000    0.000 pyparsing_py2.py:3268(_escapeRegexRangeChars)
        4    0.000    0.000    0.000    0.000 spines.py:179(_adjust_location)
        1    0.000    0.000    0.000    0.000 text.py:1670(Annotation)
       29    0.000    0.000    0.000    0.000 linalg.py:157(_assertSquareness)
        2    0.000    0.000    0.000    0.000 arrayprint.py:636(__init__)
       26    0.000    0.000    0.000    0.000 text.py:226(get_rotation)
        1    0.000    0.000    0.000    0.000 __init__.py:71(search_function)
        1    0.000    0.000    0.000    0.000 geo.py:515(LambertAxes)
        2    0.000    0.000    0.000    0.000 version.py:268(parse)
        2    0.000    0.000    0.000    0.000 {built-in method update_path_extents}
       12    0.000    0.000    0.000    0.000 plistlib.py:409(handleBeginElement)
        8    0.000    0.000    0.000    0.000 {method 'read' of 'file' objects}
        1    0.000    0.000    0.000    0.000 ssl.py:56(<module>)
        1    0.000    0.000    0.000    0.000 axes.py:215(_xy_from_xy)
        1    0.000    0.000    0.000    0.000 axes.py:731(get_position)
        4    0.000    0.000    0.000    0.000 tempfile.py:123(rng)
        3    0.000    0.000    0.000    0.000 __init__.py:493(PYFUNCTYPE)
       29    0.000    0.000    0.000    0.000 {method 'diagonal' of 'numpy.ndarray' objects}
       16    0.000    0.000    0.000    0.000 axis.py:1344(set_units)
        2    0.000    0.000    0.000    0.000 core.py:5733(array)
        2    0.000    0.000    0.000    0.000 {posix.urandom}
       30    0.000    0.000    0.000    0.000 numerictypes.py:448(_add_array_type)
        1    0.000    0.000    0.000    0.000 docstring.py:1(<module>)
        4    0.000    0.000    0.000    0.000 fromnumeric.py:1087(ravel)
        6    0.000    0.000    0.000    0.000 pyparsing_py2.py:2787(__init__)
        1    0.000    0.000    0.000    0.000 patches.py:2081(FancyBboxPatch)
        1    0.000    0.000    0.000    0.000 collections.py:27(Collection)
        1    0.000    0.000    0.000    0.000 signals.py:1(<module>)
        2    0.000    0.000    0.000    0.000 lines.py:362(set_axes)
       20    0.000    0.000    0.000    0.000 axis.py:467(apply_tickdir)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1257(AnnotationBbox)
        6    0.000    0.000    0.000    0.000 patches.py:311(set_fill)
        1    0.000    0.000    0.000    0.000 arrayterator.py:9(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:2157(get_matrix)
        6    0.000    0.000    0.000    0.000 pyparsing_py2.py:2118(__init__)
        1    0.000    0.000    0.000    0.000 interpolate.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:785(_construct_lookups)
      123    0.000    0.000    0.000    0.000 backend_bases.py:804(set_alpha)
        7    0.000    0.000    0.000    0.000 pyparsing_py2.py:2520(__init__)
       33    0.000    0.000    0.000    0.000 pyexpat.c:441(CharacterData)
       52    0.000    0.000    0.000    0.000 {method 'count' of 'unicode' objects}
        1    0.000    0.000    0.000    0.000 numerictypes.py:343(_add_integer_aliases)
       13    0.000    0.000    0.000    0.000 pyparsing_py2.py:756(_normalizeParseActionArgs)
      121    0.000    0.000    0.000    0.000 lines.py:683(set_drawstyle)
       12    0.000    0.000    0.000    0.000 ctypeslib.py:306(prep_simple)
       20    0.000    0.000    0.000    0.000 axis.py:1401(set_major_locator)
       24    0.000    0.000    0.000    0.000 random.py:272(choice)
        1    0.000    0.000    0.000    0.000 scimath.py:17(<module>)
       12    0.000    0.000    0.000    0.000 figure.py:195(_update_this)
        1    0.000    0.000    0.000    0.000 backend_agg.py:56(RendererAgg)
       26    0.000    0.000    0.000    0.000 {method 'get_width_height' of 'FT2Font' objects}
       85    0.000    0.000    0.000    0.000 font_manager.py:829(set_weight)
       21    0.000    0.000    0.000    0.000 numerictypes.py:217(_evalname)
        2    0.000    0.000    0.000    0.000 core.py:1306(getmaskarray)
        1    0.000    0.000    0.000    0.000 getlimits.py:2(<module>)
        1    0.000    0.000    0.000    0.000 numpytest.py:1(<module>)
       21    0.000    0.000    0.000    0.000 transforms.py:2272(get_affine)
        1    0.000    0.000    0.000    0.000 relativedelta.py:6(<module>)
       24    0.000    0.000    0.000    0.000 pkg_resources.py:1911(yield_lines)
      368    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        1    0.000    0.000    0.000    0.000 backend_bases.py:2080(switch_backends)
        5    0.000    0.000    0.000    0.000 mathtext.py:2962(__init__)
       42    0.000    0.000    0.000    0.000 copy_reg.py:92(__newobj__)
      304    0.000    0.000    0.000    0.000 {method 'start' of '_sre.SRE_Match' objects}
        2    0.000    0.000    0.000    0.000 pyparsing_py2.py:2890(__str__)
        1    0.000    0.000    0.000    0.000 geo.py:246(AitoffAxes)
        1    0.000    0.000    0.000    0.000 sre_parse.py:691(parse_template)
        3    0.000    0.000    0.000    0.000 axes.py:792(_set_artist_props)
        2    0.000    0.000    0.000    0.000 cm.py:163(__init__)
       11    0.000    0.000    0.000    0.000 copy_reg.py:95(_slotnames)
       69    0.000    0.000    0.000    0.000 transforms.py:919(get_points)
        1    0.000    0.000    0.000    0.000 transforms.py:698(Bbox)
        1    0.000    0.000    0.000    0.000 defchararray.py:1732(chararray)
        1    0.000    0.000    0.000    0.000 parser.py:290(parser)
        1    0.000    0.000    0.000    0.000 token.py:3(<module>)
      121    0.000    0.000    0.000    0.000 lines.py:782(set_markerfacecolor)
        6    0.000    0.000    0.000    0.000 axes.py:2380(get_xlim)
        4    0.000    0.000    0.000    0.000 {posix.uname}
        2    0.000    0.000    0.000    0.000 core.py:223(_recursive_extremum_fill_value)
       72    0.000    0.000    0.000    0.000 docstring.py:93(do_copy)
      150    0.000    0.000    0.000    0.000 sre_parse.py:210(isident)
        6    0.000    0.000    0.000    0.000 font_manager.py:1083(score_stretch)
        4    0.000    0.000    0.000    0.000 tempfile.py:47(_set_cloexec)
        2    0.000    0.000    0.000    0.000 {_ctypes.POINTER}
       19    0.000    0.000    0.000    0.000 pkg_resources.py:1852(fixup_namespace_packages)
      111    0.000    0.000    0.000    0.000 {_sre.getlower}
      121    0.000    0.000    0.000    0.000 lines.py:315(set_markevery)
